tweet_id,airline_sentiment,is_reply,reply_count,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,users,hashtags
9.38115911084593E+017,negative,False,0,0,"Menos mal que no soy @paugasol @Iberia... mejor hacer pedagogía y hacer entender que pagando un poco más, todos pod… https://t.co/kQLifzfwn2",,Tue Dec 05 18:40:37 +0000 2017,,Pacific Time (US & Canada),paugasol|Iberia,
9.44883680970969E+017,negative,False,0,0,"Amigos de @Iberia menudos impresentables, despues de un dia volando,vuelvo a casa por navidad y me perdeis la malet… https://t.co/QwRcgEBwrM",,Sun Dec 24 10:53:19 +0000 2017,,Pacific Time (US & Canada),Iberia,
9.37549230994051E+017,positive,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/FW3TfPhiFa",,Mon Dec 04 05:08:50 +0000 2017,,Central Time (US & Canada),Iberia,HolaColombia
9.41081978807431E+017,neutral,False,0,0,"Mariana Díez, directora de marketing de Quilosa-Selena Iberia https://t.co/F8n1Y1mROj",,Wed Dec 13 23:06:42 +0000 2017,,Pacific Time (US & Canada),,
9.33352064910013E+017,neutral,True,0,0,@Iberia A350!? Los van a usar en la ruta a EZE?,,Wed Nov 22 15:10:47 +0000 2017,,,Iberia,
9.41598213106229E+017,positive,False,0,0,Ryanair reconocerá a los sindicatos por primera vez en su historia https://t.co/UdEJZqBUeZ vía @CapitalRadioB,,Fri Dec 15 09:18:02 +0000 2017,,Madrid,CapitalRadioB,
9.23921122495787E+017,negative,False,0,0,"Se habla de la leche que se está pegando el Sabadell. Pero la de IAG (Iberia) es aún mayor, eh.
(-6,35%)
https://t.co/DtIsIf3Xkj",,Fri Oct 27 14:35:35 +0000 2017,,Madrid,,
9.31611760829792E+017,neutral,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/KlQ0gqBp56",,Fri Nov 17 19:55:26 +0000 2017,,,Iberia,HolaArgentina
9.43844779976208E+017,neutral,False,0,0,Oferta de #empleo #TCP: @Iberia busca auxiliares de vuelo este #diciembre en #Madrid y #Barcelona… https://t.co/81VdhSjOMa,,Thu Dec 21 14:05:05 +0000 2017,,,Iberia,empleo|TCP|diciembre|Madrid|Barcelona
9.41121849366368E+017,positive,False,0,0,"Iberia ampliará oferta de asientos a México, Argentina y Colombia https://t.co/1rKYoj1R0b #Turismo #México",,Thu Dec 14 01:45:08 +0000 2017,,Mexico City,,Turismo|México
9.42150441445548E+017,neutral,False,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/p2JWMAXzLN,,Sat Dec 16 21:52:24 +0000 2017,,,,
9.41436315547128E+017,neutral,True,0,0,@Iberia @TIBURONSANZ A ver cómo llega......,,Thu Dec 14 22:34:43 +0000 2017,,Madrid,Iberia|TIBURONSANZ,
9.30553946023842E+017,negative,True,0,0,"@toppertorpe Pues siendo una, digamos, filial de IAG (sociedad de Iberia y British Airways) yo no les tocaría mucho… https://t.co/sAkK0jNuP1",,Tue Nov 14 21:52:04 +0000 2017,,,toppertorpe,
9.37424103488844E+017,negative,True,0,0,@Iberia No te preocupes @Iberia esperaré a que me toque algo en el #SorteoDeNavidad #CMUOC https://t.co/R17FtE54Gb,,Sun Dec 03 20:51:37 +0000 2017,,Madrid,Iberia|Iberia,SorteoDeNavidad|CMUOC
9.23271099151995E+017,negative,True,0,0,@Iberia Si. Ya me había ido. No había ningún stand de Iberia en la zona del equipaje,,Wed Oct 25 19:32:38 +0000 2017,,Caracas,Iberia,
9.41368109289693E+017,neutral,False,0,0,Iberia celebra su 90 aniversario: casi un siglo volando con los españoles https://t.co/ABMOYka8R1… https://t.co/gERrOrmxWj,,Thu Dec 14 18:03:41 +0000 2017,,,,
9.42400199523295E+017,neutral,False,0,0,COSMO K - RYANAIR @OchoYMedioClub 15/12/2017: https://t.co/Qzq69heWIq vía @YouTube,,Sun Dec 17 14:24:51 +0000 2017,,Athens,OchoYMedioClub|YouTube,
9.38270102583001E+017,neutral,False,0,0,"""Puedes encontrar tiempo para la tecnología y también para hablar con tu familia"".Echa un vistazo a esta interesant… https://t.co/zJHfS7uFHZ",,Wed Dec 06 04:53:19 +0000 2017,,Madrid,,
9.40735482958402E+017,positive,False,0,0,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/KBPIS0b16W,,Wed Dec 13 00:09:51 +0000 2017,,Central Time (US & Canada),,
9.33098303306076E+017,neutral,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/aUPaLAjIxK",,Tue Nov 21 22:22:26 +0000 2017,,Buenos Aires,Iberia,HolaArgentina
9.2498937148024E+017,neutral,True,0,0,@AlvProdz La A de... 😂😂😂 https://t.co/CmZuDTHQjz,,Mon Oct 30 13:20:26 +0000 2017,"Madrid, España",Madrid,AlvProdz,
9.23485018898534E+017,neutral,True,0,0,"@Iberia @herifrade No, no. Por aquí mola más. Así os calamos.",,Thu Oct 26 09:42:40 +0000 2017,,Madrid,Iberia|herifrade,
9.35245224242238E+017,neutral,False,0,0,Perdiendo tiempo y dinero gracias al embarque desastroso de @Iberia ya que da prioridad a quien da la gana! https://t.co/ipxx11jIti,,Mon Nov 27 20:33:32 +0000 2017,,Athens,Iberia,
9.35522320709505E+017,neutral,False,0,0,Ofrecemos los suiguientes destinos : ✈ARGENTINA-GOL AIRLINES 600$ ✈MADRID-IBERIA AIRLINES 1200$ ✈CHILE-LATHAN AIRLI… https://t.co/blSAQa7TZc,,Tue Nov 28 14:54:37 +0000 2017,,,,
9.43085078678266E+017,negative,True,0,0,@Iberia Saben qué es lo que nos enoja a los consumidores de ustedes? Que no dicen nada porque no quieren comunicarl… https://t.co/bPyT3EScIX,,Tue Dec 19 11:46:19 +0000 2017,,Santiago,Iberia,
9.36308024574202E+017,negative,True,0,0,"@Iberia_en el vuelo ib3925 con retraso, sin anuncio de puerta para conexión para el vuelo ib3720. Sin finger, un so… https://t.co/H3j1oEeBTd",,Thu Nov 30 18:56:43 +0000 2017,,,Iberia_en,
9.27857767968379E+017,negative,True,0,0,@Apple Ya me gustaría pero estoy en paro y tengo otras prioridades. Ojalá y me pasara como a los del vuelo de Iberi… https://t.co/8ThRgIiXtt,,Tue Nov 07 11:18:25 +0000 2017,,Greenland,Apple,
9.30121040629551E+017,negative,False,0,0,"La suerte no es para siempre, Iberia desciende a segunda división ►",,Mon Nov 13 17:11:51 +0000 2017,,Pacific Time (US & Canada),,
9.30132597883261E+017,negative,False,0,0,Hola @Iberia si yo no facturo maleta es básicamente para no tener que esperar por ella en las cintas. De este modo… https://t.co/g3Fjo1A4oS,,Mon Nov 13 17:57:47 +0000 2017,,Madrid,Iberia,
9.46768474763923E+017,negative,True,0,0,@Iberia @AirNostrumLAM Tenéis un descontrol descomunal. Ahora me pedís que@maletas me habéis entregado. No lo sabéi… https://t.co/5DNYRzLBKr,,Fri Dec 29 15:42:49 +0000 2017,,,Iberia|AirNostrumLAM|maletas,
9.33236222322917E+017,positive,False,0,0,"¡Promoción! Vuelos RyanAir a Europa desde 4,99 euros

TUS OFERTAS - https://t.co/WA0QZIYvzV",,Wed Nov 22 07:30:28 +0000 2017,,,,
9.23176300243759E+017,negative,True,0,0,@SamsungEspana @Iberia Me ubiera gustado estar en ese vuelo no solo por los note 8 si no porque colabora con samsung mi marca favorita,,Wed Oct 25 13:15:56 +0000 2017,,,SamsungEspana|Iberia,
9.40629364538003E+017,positive,True,0,0,@Iberia gracias por la información!,,Tue Dec 12 17:08:11 +0000 2017,,Pacific Time (US & Canada),Iberia,
9.36979903903424E+017,negative,True,0,0,@bonforterocio @Iberia @aa2000oficial es una vergüenza lo de esta empresa @inberia que opere de está manera son una… https://t.co/cQ1iGCqcDb,,Sat Dec 02 15:26:31 +0000 2017,,,bonforterocio|Iberia|aa2000oficial|inberia,
9.41366647897682E+017,positive,False,0,0,"90 años 🎂
Muchos vuelos 🛫
¡Muchas felicidades! 😉
#Iberia #90Aniversario #FlotaIberia #Historia… https://t.co/6VTkripngo",,Thu Dec 14 17:57:53 +0000 2017,,Amsterdam,,Iberia|FlotaIberia|Historia
9.30458360180363E+017,neutral,False,0,0,"Ryanair se estanca en España https://t.co/7XApMp6QMz

Ryanair se estanca en España https://t.co/7XApMp6QMz

— El Independiente (indpcom) …",,Tue Nov 14 15:32:14 +0000 2017,,,,
9.25080174655259E+017,positive,False,0,0,[From our network] Iberia ofrecerá desde noviembre la clase Turista Premium en sus rutas a Lima…… https://t.co/D4zVE1EgRl,,Mon Oct 30 19:21:15 +0000 2017,,Berlin,,
9.30580935908709E+017,neutral,True,0,0,@xiskya Ese asiento se escoge en la app de iberia por ejemplo.,,Tue Nov 14 23:39:19 +0000 2017,,,xiskya,
9.41620617035399E+017,positive,False,0,0,Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso de sus operaciones en Navidad… https://t.co/jrYHOAFoAZ,,Fri Dec 15 10:47:04 +0000 2017,,,,
9.32632190130819E+017,neutral,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/fVfUa1fM2y",,Mon Nov 20 15:30:16 +0000 2017,,Zagreb,Iberia,HolaArgentina
9.38407966436446E+017,negative,True,0,0,@Fly_Norwegian peor q Ryanair con las maletas. Los maleteros vacíos y mi maleta en la bodega teniendo como mucho 20… https://t.co/4QjQiybiv4,,Wed Dec 06 14:01:08 +0000 2017,,Greenland,Fly_Norwegian,
9.45373030049571E+017,negative,False,0,0,"Vamos a ver, “Cosas que vuelan” y he contestado “Iberia”. 
¿La daríais por válida?",,Mon Dec 25 19:17:49 +0000 2017,,Greenland,,
9.44338839182725E+017,negative,True,0,0,@SupermanlopezN @Iberia @giroditalia Son unas bestias. No les importa nada.,,Fri Dec 22 22:48:18 +0000 2017,"Pilar, Argentina",,SupermanlopezN|Iberia|giroditalia,
9.48204965100736E+017,negative,True,0,0,@Iberia dos dias intentando comprar un billete con cargo a avios y es imposible! No puedo pagar con ninguna tarjeta. Help!,,Tue Jan 02 14:50:55 +0000 2018,,,Iberia,
9.26099720203915E+017,neutral,True,0,0,@InfoViajera Gracias chicos. Ryanair se puso las pilas. Lo que comentábamos en el blog: está limpiando culpas por l… https://t.co/ClHxszYOzZ,,Thu Nov 02 14:52:34 +0000 2017,,,InfoViajera,
9.30607170277773E+017,negative,True,0,0,@Iberia @Iberia ya gané? 😓,,Wed Nov 15 01:23:33 +0000 2017,,Buenos Aires,Iberia|Iberia,
9.26873194061058E+017,neutral,True,0,0,@Iberia Hola Iberia!!!!,,Sat Nov 04 18:06:04 +0000 2017,,,Iberia,
9.48667410529341E+017,positive,False,0,0,"estos chicxs de @iberia son tozudos, no tiran la toalla hasta que consiguen solucionar la petición de un cliente, b… https://t.co/OyYO92T8LQ",,Wed Jan 03 21:28:30 +0000 2018,,Greenland,iberia,
9.2529075501448E+017,neutral,False,0,0,"A partir de mañana costará 9,5 € reservar un vuelo de Iberia en los GDS vía @hosteltur https://t.co/y1GURiWdLF",,Tue Oct 31 09:18:01 +0000 2017,,Madrid,hosteltur,
9.23281240752574E+017,neutral,True,0,0,@Iberia pero por la vía MD no me han respondido a las preguntas. Puedo cambiar el billete y pagar la diferencia?,,Wed Oct 25 20:12:56 +0000 2017,,,Iberia,
9.36704685771317E+017,negative,True,0,0,"@Iberia ""arrojen sus maletas por aquí que no hay sitio dentro de la cabina"" #vayaputamierdade aerolinea https://t.co/dQR9GFqikP",,Fri Dec 01 21:12:54 +0000 2017,,,Iberia,vayaputamierdade
9.33148460810998E+017,neutral,False,0,0,¿ que tan malo es Ryanair en Europa?,,Wed Nov 22 01:41:44 +0000 2017,"Pasto, Colombia",Bogota,,
9.23938934341751E+017,negative,False,0,0,Buenas tardes @Iberia su plataforma de pago online no funciona y sus operadores quieren robarme 20€/pax por hacer la gestion...,,Fri Oct 27 15:46:22 +0000 2017,,Madrid,Iberia,
9.37632844255584E+017,neutral,False,0,0,"""¿QUIERES PASAR LA NOCHEVIEJA EN GRECIA?""GANA 2 PASAJES AÉREOS MADRID - ATENAS con IBERIA y GRECIA VACACIONES! https://t.co/MAurgxKRov",,Mon Dec 04 10:41:05 +0000 2017,,,,
9.23942886063989E+017,positive,False,0,0,"Selección de 100 #Tripulantes de cabina, en #Sevilla, #Málaga, #Granada... para la compañía #Ryanair https://t.co/MNU0DcDBJB",,Fri Oct 27 16:02:04 +0000 2017,,Madrid,,Tripulantes|Sevilla|Málaga|Granada|Ryanair
9.2312908582765E+017,negative,False,0,0,Gracias @Iberia por todos los ataques de ansiedad que tengo. Antes de despegar revisar bien los aviones,,Wed Oct 25 10:08:19 +0000 2017,,Amsterdam,Iberia,
9.50452229701501E+017,negative,False,0,0,Deberían quitarles la licencia y que sean otras compañías más serias las que ocupen su lugar. https://t.co/sMqaSkFwfe,,Mon Jan 08 19:40:44 +0000 2018,,,,
9.32606772149391E+017,positive,True,0,0,@Ryanair_ES Consigue tus sueños con Ryanair. 🛫🛫🛫,,Mon Nov 20 13:49:16 +0000 2017,,,Ryanair_ES,
9.34390882811416E+017,negative,True,0,0,"@sninobecerra Quizás sea sólo en compañias de prácticas éticas dudosas, como el ejemplo q usted pone de #Ryanair",,Sat Nov 25 11:58:41 +0000 2017,,Paris,sninobecerra,Ryanair
9.36524627664351E+017,neutral,True,0,0,@Ryanair #TravelThursday Alicante,,Fri Dec 01 09:17:25 +0000 2017,,,Ryanair,TravelThursday
9.42806538292429E+017,positive,False,0,0,IBERIA Y AIR NOSTRUM AUMENTARáN UN 25 % LA OFERTA DE PLAZAS A MADRID EN 2018 https://t.co/hTRcNnyykM,,Mon Dec 18 17:19:29 +0000 2017,,Madrid,,
9.43010772300566E+017,neutral,True,0,0,@zordor @Flapy @Iberia Decid que lleváis onigiris de souvenirs,,Tue Dec 19 06:51:03 +0000 2017,"Zaragoza, España",Madrid,zordor|Flapy|Iberia,
9.40851061732053E+017,negative,True,0,0,@Iberia Y luego cuando fuimos para obtener bono hotel nos dijeron que no que por haberlo comprado por cuenta propia no nos daban nada....,,Wed Dec 13 07:49:07 +0000 2017,,,Iberia,
9.45657522496602E+017,negative,False,0,0,Por no contar la vez que nos cobraron en un grupo a cada uno distinto por maleta facturada; o la pésima atención te… https://t.co/ZvfCyv4Lfv,,Tue Dec 26 14:08:17 +0000 2017,,Madrid,,
9.35513720587014E+017,negative,True,0,0,@rafallopz @Iberia Yo viajo con Iberia en enero. Tengo miedo 😓😨,,Tue Nov 28 14:20:26 +0000 2017,,Bogota,rafallopz|Iberia,
9.27654665881309E+017,neutral,True,0,0,"@Iberia 
Llevo 15 minutos tratando de comunicarme por teléfono para información sobre mi reserva.pueden ayudarme? Gracias.",,Mon Nov 06 21:51:21 +0000 2017,,Bogota,Iberia,
9.36588883713843E+017,negative,False,0,0,Llevo 2 dias sin maletas gracias a @Iberia Tengo una boda anla que asistir y solo tengo lo puesto. El servicio por… https://t.co/B5V93Xf6lZ,,Fri Dec 01 13:32:45 +0000 2017,,Madrid,Iberia,
9.35255761470583E+017,negative,False,0,0,Vuelo cancelado = Moussaka de las gordas en el mostrador de Ryanair,,Mon Nov 27 21:15:24 +0000 2017,"Tesalónica, Grecia",London,,
9.4306286808531E+017,positive,False,0,0,CHEP y Danone Iberia unen esfuerzos para conseguir sus objetivos de sostenibilidad @CHEP_Spain @CHEP… https://t.co/0b6EzazC0s,,Tue Dec 19 10:18:03 +0000 2017,,,CHEP_Spain|CHEP,
9.4597866283436E+017,neutral,True,0,0,"@JuditLpez Síí Ryanair es jajaja y de vuelta también Ryanair, yo a lo barato XDDDDD",,Wed Dec 27 11:24:23 +0000 2017,,Athens,JuditLpez,
9.41614324560421E+017,negative,True,0,0,@Iberia @SilOsitos IBERIA siempre del lado de los que no hacen nada para solucionar los problemas que generan. Bien.,,Fri Dec 15 10:22:03 +0000 2017,,,Iberia|SilOsitos,
9.27201899434201E+017,neutral,False,0,0,"#AHORA | En breve parte @Uruguay rumbo a Varsovia para jugar el primer amistoso con Polonia. Vuelo de Iberia, escal… https://t.co/XsAmSuGPWV",,Sun Nov 05 15:52:14 +0000 2017,,,Uruguay,AHORA
9.41315427547992E+017,negative,True,0,0,@Iberia @WavesANDWind Decidme por favor que tenéis ese avión bajo custodia en algún lugar... 😞,,Thu Dec 14 14:34:21 +0000 2017,,Athens,Iberia|WavesANDWind,
9.45961386382938E+017,negative,True,0,0,@Iberia Y en la web de iberia no me salen los vuelos de la ccompañia a las 7 de la mañana y en otras web de viajes si,,Wed Dec 27 10:15:44 +0000 2017,,London,Iberia,
9.4319938236681E+017,positive,True,0,0,"@fdans El año pasado ida a París y vuelta de Edimburgo por 50 y 25 euros respectivamente, en Iberia",,Tue Dec 19 19:20:31 +0000 2017,,Madrid,fdans,
9.37740735792714E+017,negative,False,0,0,Que se retrase tu vuelo es una putada. Pero que se retrase tu vuelo volando con Ryanair es el colmo de las putadas.,,Mon Dec 04 17:49:48 +0000 2017,,Madrid,,
9.41011356442153E+017,negative,True,0,0,@Iberia Más de 48 horas y nadie ofrece soluciones @Iberia @aena,,Wed Dec 13 18:26:05 +0000 2017,,,Iberia|Iberia|aena,
9.33553917077676E+017,negative,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/prDAmG1qhy",,Thu Nov 23 04:32:53 +0000 2017,,Central Time (US & Canada),Iberia,HolaColombia
9.37270448013959E+017,negative,True,0,0,@Iberia no resolvió nada. Solo pregunto. Sigue el mensaje directo,,Sun Dec 03 10:41:03 +0000 2017,,,Iberia,
9.37121508744409E+017,positive,False,0,0,"2 meses y empiezo a trabajar con Iberia, que ricoooo😚❤",,Sun Dec 03 00:49:13 +0000 2017,,,,
9.27544456496271E+017,negative,False,0,0,Cuidado estafa reserva en la Web de @iberia. Pueden acabar reservando vuelos con otro origen ya que te lo cambia sin avisar.30 € cancelación,,Mon Nov 06 14:33:26 +0000 2017,,Pacific Time (US & Canada),iberia,
9.35975050401976E+017,negative,True,0,0,"@franciscoperalg @EvaMPont1 @vueling @Ryanair @easyJet La señora se pasó de lista, y tal como estan las cosas quiso… https://t.co/zIFkdTytB3",,Wed Nov 29 20:53:36 +0000 2017,,Madrid,franciscoperalg|EvaMPont1|vueling|Ryanair|easyJet,
9.41338043021132E+017,positive,False,0,0,Norwegian reta a Iberia con vuelos a EEUU desde Madrid https://t.co/twgViZTLbB,,Thu Dec 14 16:04:13 +0000 2017,,Madrid,,
9.4164156258868E+017,neutral,False,0,0,La nueva política de equipajes de Ryanair entrará en vigor el próximo 15 de enero https://t.co/IizRGPhX1o,,Fri Dec 15 12:10:18 +0000 2017,,Madrid,,
9.44685275594273E+017,neutral,False,0,0,CCOO consigue que España sea el primer país europeo en el que Ryanair comience las negociaciones de un convenio... https://t.co/wSwWH68U8u,,Sat Dec 23 21:44:55 +0000 2017,,Pacific Time (US & Canada),,
9.47176246798176E+017,negative,True,0,0,@jotero46 @Rafanoguera98 @ivan_cortina @Iberia Iberia no paga ni las indemnizaciones que le corresponden por ley ni… https://t.co/3qcanFYdWT,,Sat Dec 30 18:43:09 +0000 2017,,,jotero46|Rafanoguera98|ivan_cortina|Iberia,
9.4394696111958E+017,negative,True,0,0,@TheDrRodriguez @British_Airways @Iberia Ha! Eu e mais a miña moza daquela saímos en tódalas teles en 1999 grazas a… https://t.co/zcOW0TZC1V,,Thu Dec 21 20:51:07 +0000 2017,,,TheDrRodriguez|British_Airways|Iberia,
9.36650637424644E+017,positive,False,0,0,Iberia Express ofrece 5.000 vuelos a 5 euros https://t.co/qwa8NyySWJ,,Fri Dec 01 17:38:08 +0000 2017,,Eastern Time (US & Canada),,
9.44888903911305E+017,negative,True,0,0,"@Iberia Pues es lo que estoy haciendo, reportandola! Así que hagan el favor  @Iberia o @renfe de entenderse y propo… https://t.co/CB0QMYRlDc",,Sun Dec 24 11:14:04 +0000 2017,,Greenland,Iberia|Iberia|renfe,
9.36627019760022E+017,neutral,True,0,0,"@toy_fa @Iberia Hola. A ese respecto, acude con @SATMX Saludos.",,Fri Dec 01 16:04:17 +0000 2017,,Mexico City,toy_fa|Iberia|SATMX,
9.44006695688294E+017,negative,True,0,0,"@john_bengal @SupermanlopezN @JoseDaTorres @Iberia @giroditalia Iberia es una compañía muy económica pero pésima, esto pasa a todo rato .",,Fri Dec 22 00:48:29 +0000 2017,,Athens,john_bengal|SupermanlopezN|JoseDaTorres|Iberia|giroditalia,
9.44417871899357E+017,negative,False,0,0,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/geEBU6Abv3",,Sat Dec 23 04:02:21 +0000 2017,,Bogota,,VIDEO
9.45959091272216E+017,negative,False,0,0,Escasez de TMAs en Iberia obliga a convocar plazas https://t.co/B6AjwYaXA8 https://t.co/KYGz3xpYzL,,Wed Dec 27 10:06:37 +0000 2017,,Pacific Time (US & Canada),,
9.41714880574484E+017,neutral,False,0,0,La nueva política de equipajes de Ryanair entrará en vigor el próximo 15 de enero https://t.co/PpIC2JArU3 vía @abcdesevilla,,Fri Dec 15 17:01:38 +0000 2017,,Madrid,abcdesevilla,
9.41790302792241E+017,neutral,True,0,0,@Ryanair Madrid,,Fri Dec 15 22:01:20 +0000 2017,,,Ryanair,
9.44319999686185E+017,positive,False,0,0,Iberia Express ofrece descuentos del 25% en sus vuelos utilizando el número del Gordo de la Lotería https://t.co/raDJJY8bdx #viajes #LaRazon,,Fri Dec 22 21:33:27 +0000 2017,,,,viajes|LaRazon
9.33389176082485E+017,positive,False,0,0,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/r7xL303Dez",,Wed Nov 22 17:38:15 +0000 2017,,,Iberia,HolaColombia
9.31465715487519E+017,negative,True,0,0,@Iberia Pierdo más tiempo denunciando y rellenando vuestro formulario que valor monetario tenía la bolsa desapareci… https://t.co/dAO3ikonXt,,Fri Nov 17 10:15:07 +0000 2017,"Madrid, Spain",Helsinki,Iberia,
9.349320764025E+017,negative,True,0,0,@OP_Deela @scarakye @Ryanair ☮️☮️☮️☮️☮️⚫️⚪️🏳🏴 pls no reporterino,,Sun Nov 26 23:49:11 +0000 2017,,Pacific Time (US & Canada),OP_Deela|scarakye|Ryanair,
9.36621520146911E+017,negative,True,0,0,@Iberia 16:41..... aquí seguimos. https://t.co/Nvieo4dU5a,,Fri Dec 01 15:42:26 +0000 2017,,,Iberia,
9.46030389050606E+017,neutral,True,0,0,@Iberia @AirNostrumLAM El vuelo donde en teoría van mis 4 maletas esperadas desde hace 5 días ha aterrizado. Espere… https://t.co/juSq3RYyOF,,Wed Dec 27 14:49:55 +0000 2017,,,Iberia|AirNostrumLAM,
9.38060840372142E+017,positive,False,0,0,Ryanair contratará a 250 personas en Madrid. https://t.co/B1DWGROXm5,,Tue Dec 05 15:01:47 +0000 2017,,Madrid,,
9.27652461246059E+017,neutral,True,0,0,@Iberia #HolaArgentina ¡Que nerviosssss y que ganas! 😍😍🍀❤️ @Iberia #ArgentinaConIberia https://t.co/eCdHlsxe4G,,Mon Nov 06 21:42:36 +0000 2017,,Amsterdam,Iberia|Iberia,HolaArgentina|ArgentinaConIberia
9.42431878639956E+017,negative,False,0,0,Ryanair ofrece reunirse con pilotos irlandeses antes de huelga https://t.co/4RjLpuUfPI,,Sun Dec 17 16:30:44 +0000 2017,,Midway Island,,
9.33406044285522E+017,neutral,True,0,0,@mad_c2 @Iberia Iba para Madrid en el #IB3879 pero veíamos desde la terminal como el anterior no conseguía quedarse en tierra,,Wed Nov 22 18:45:17 +0000 2017,,Madrid,mad_c2|Iberia,IB3879
9.47173471402021E+017,negative,True,0,0,"@ivan_cortina @Iberia Vale, tu eres profesional y tu equipo te pondra otra, pero en el caso de un particular normal… https://t.co/sQdsYQHs7b",,Sat Dec 30 18:32:07 +0000 2017,,,ivan_cortina|Iberia,
9.23543144507101E+017,negative,True,0,0,@el_pais Este senyor suspende más actos que Ryanair vuelos.,,Thu Oct 26 13:33:38 +0000 2017,,,el_pais,
9.32936312092545E+017,positive,False,0,0,"Hay vuelos en #Ryanair por tan solo 4,99€ y yo sin un puto duro para hacer un viaje a ningún sitio... #PutaMierdaTodo",,Tue Nov 21 11:38:44 +0000 2017,,Greenland,,Ryanair|PutaMierdaTodo
9.41384153878204E+017,positive,False,0,0,La evolución de Iberia durante sus 90 años de existencia ha sido brutal,,Thu Dec 14 19:07:27 +0000 2017,,Ljubljana,,
9.4698347274428E+017,negative,False,0,0,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/hI1Qc3XuWN",,Sat Dec 30 05:57:08 +0000 2017,,Central Time (US & Canada),,
9.31471693268255E+017,negative,False,0,0,Iberia engañando a sus usuarios una vez más... ahora resulta que con puente aéreo pagado con puntos no puedes subir… https://t.co/KcQ5HgXvSk,,Fri Nov 17 10:38:52 +0000 2017,,,,
