tweet_id,airline_sentiment,airline,lat,lon,tweet_location,tt_lat,tt_lng,user_timezone,usr_lat,usr_lng,hour,date,dow
930553946023842048,negative,toppertorpe,,,,,,,,,21,2017-11-14,1
937424103488844032,negative,Iberia|Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,20,2017-12-03,6
923271099151995008,negative,Iberia,,,,,,Caracas,10.4805937,-66.90360629999999,19,2017-10-25,2
941368109289693056,neutral,,,,,,,,,,18,2017-12-14,3
942400199523294976,neutral,OchoYMedioClub|YouTube,,,,,,Athens,37.9838096,23.7275388,14,2017-12-17,6
938270102583000960,neutral,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,4,2017-12-06,2
940735482958402048,positive,,,,,,,Central Time (US & Canada),37.09024,-95.712891,0,2017-12-13,2
933098303306076032,neutral,Iberia,,,,,,Buenos Aires,-34.6036844,-58.3815591,22,2017-11-21,1
924989371480240000,neutral,AlvProdz,,,"Madrid, España",40.4167754,-3.7037902,Madrid,40.42028000000005,-3.7057699999999727,13,2017-10-30,0
923485018898534016,neutral,Iberia|herifrade,,,,,,Madrid,40.42028000000005,-3.7057699999999727,9,2017-10-26,3
935245224242237952,neutral,Iberia,,,,,,Athens,37.9838096,23.7275388,20,2017-11-27,0
935522320709505024,neutral,,,,,,,,,,14,2017-11-28,1
943085078678265984,negative,Iberia,,,,,,Santiago,-33.43721999999997,-70.65001999999998,11,2017-12-19,1
936308024574201984,negative,Iberia_en,,,,,,,,,18,2017-11-30,3
927857767968379008,negative,Apple,,,,,,Greenland,74.72711633200004,-41.34560937799995,11,2017-11-07,1
930121040629550976,negative,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,17,2017-11-13,0
930132597883261056,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,17,2017-11-13,0
946768474763922944,negative,Iberia|AirNostrumLAM|maletas,,,,,,,,,15,2017-12-29,4
933236222322916992,positive,,,,,,,,,,7,2017-11-22,2
923176300243758976,negative,SamsungEspana|Iberia,,,,,,,,,13,2017-10-25,2
940629364538002944,positive,Iberia,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,17,2017-12-12,1
936979903903424000,negative,bonforterocio|Iberia|aa2000oficial|inberia,,,,,,,,,15,2017-12-02,5
941366647897682048,positive,,,,,,,Amsterdam,52.3702157,4.895167900000001,17,2017-12-14,3
930458360180363008,neutral,,,,,,,,,,15,2017-11-14,1
925080174655259008,positive,,,,,,,Berlin,52.52000659999999,13.404954,19,2017-10-30,0
930580935908708992,neutral,xiskya,,,,,,,,,23,2017-11-14,1
941620617035399040,positive,,,,,,,,,,10,2017-12-15,4
932632190130818944,neutral,Iberia,,,,,,Zagreb,45.807240000000036,15.967570000000023,15,2017-11-20,0
938407966436445952,negative,Fly_Norwegian,,,,,,Greenland,74.72711633200004,-41.34560937799995,14,2017-12-06,2
945373030049570944,negative,,,,,,,Greenland,74.72711633200004,-41.34560937799995,19,2017-12-25,0
944338839182724992,negative,SupermanlopezN|Iberia|giroditalia,,,"Pilar, Argentina",-34.459329999999966,-58.91528999999997,,,,22,2017-12-22,4
948204965100736000,negative,Iberia,,,,,,,,,14,2018-01-02,1
926099720203915008,neutral,InfoViajera,,,,,,,,,14,2017-11-02,3
930607170277773056,negative,Iberia|Iberia,,,,,,Buenos Aires,-34.6036844,-58.3815591,1,2017-11-15,2
926873194061058048,neutral,Iberia,,,,,,,,,18,2017-11-04,5
948667410529341056,positive,iberia,,,,,,Greenland,74.72711633200004,-41.34560937799995,21,2018-01-03,2
925290755014480000,neutral,hosteltur,,,,,,Madrid,40.42028000000005,-3.7057699999999727,9,2017-10-31,1
923281240752573952,neutral,Iberia,,,,,,,,,20,2017-10-25,2
936704685771316992,negative,Iberia,,,,,,,,,21,2017-12-01,4
933148460810998016,neutral,,,,"Pasto, Colombia",1.2058837,-77.285787,Bogota,4.614960000000053,-74.06940999999995,1,2017-11-22,2
923938934341751040,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,15,2017-10-27,4
937632844255584000,neutral,,,,,,,,,,10,2017-12-04,0
923942886063988992,positive,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,16,2017-10-27,4
923129085827650048,negative,Iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,10,2017-10-25,2
950452229701501056,negative,,,,,,,,,,19,2018-01-08,0
932606772149390976,positive,Ryanair_ES,,,,,,,,,13,2017-11-20,0
934390882811416064,negative,sninobecerra,,,,,,Paris,48.856614,2.3522219,11,2017-11-25,5
936524627664350976,neutral,Ryanair,,,,,,,,,9,2017-12-01,4
942806538292429056,positive,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,17,2017-12-18,0
943010772300566016,neutral,zordor|Flapy|Iberia,,,"Zaragoza, España",41.6488226,-0.8890853,Madrid,40.42028000000005,-3.7057699999999727,6,2017-12-19,1
940851061732052992,negative,Iberia,,,,,,,,,7,2017-12-13,2
945657522496601984,negative,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,14,2017-12-26,1
935513720587014016,negative,rafallopz|Iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,14,2017-11-28,1
927654665881309056,neutral,Iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,21,2017-11-06,0
936588883713842944,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,13,2017-12-01,4
935255761470583040,negative,,,,"Tesalónica, Grecia",40.63957000000005,22.93709000000007,London,51.5073509,-0.1277583,21,2017-11-27,0
943062868085309952,positive,CHEP_Spain|CHEP,,,,,,,,,10,2017-12-19,1
945978662834360064,neutral,JuditLpez,,,,,,Athens,37.9838096,23.7275388,11,2017-12-27,2
941614324560420992,negative,Iberia|SilOsitos,,,,,,,,,10,2017-12-15,4
927201899434200960,neutral,Uruguay,,,,,,,,,15,2017-11-05,6
941315427547992064,negative,Iberia|WavesANDWind,,,,,,Athens,37.9838096,23.7275388,14,2017-12-14,3
945961386382937984,negative,Iberia,,,,,,London,51.5073509,-0.1277583,10,2017-12-27,2
943199382366809984,positive,fdans,,,,,,Madrid,40.42028000000005,-3.7057699999999727,19,2017-12-19,1
937740735792713984,negative,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,17,2017-12-04,0
941011356442152960,negative,Iberia|Iberia|aena,,,,,,,,,18,2017-12-13,2
933553917077676032,negative,Iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,4,2017-11-23,3
937270448013959040,negative,Iberia,,,,,,,,,10,2017-12-03,6
937121508744408960,positive,,,,,,,,,,0,2017-12-03,6
927544456496270976,negative,iberia,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,14,2017-11-06,0
935975050401976064,negative,franciscoperalg|EvaMPont1|vueling|Ryanair|easyJet,,,,,,Madrid,40.42028000000005,-3.7057699999999727,20,2017-11-29,2
941338043021132032,positive,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,16,2017-12-14,3
941641562588679936,neutral,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,12,2017-12-15,4
944685275594273024,neutral,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,21,2017-12-23,5
947176246798176000,negative,jotero46|Rafanoguera98|ivan_cortina|Iberia,,,,,,,,,18,2017-12-30,5
943946961119580032,negative,TheDrRodriguez|British_Airways|Iberia,,,,,,,,,20,2017-12-21,3
936650637424643968,positive,,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,17,2017-12-01,4
944888903911304960,negative,Iberia|Iberia|renfe,,,,,,Greenland,74.72711633200004,-41.34560937799995,11,2017-12-24,6
936627019760022016,neutral,toy_fa|Iberia|SATMX,,,,,,Mexico City,19.431940000000054,-99.13314999999994,16,2017-12-01,4
944006695688294016,negative,john_bengal|SupermanlopezN|JoseDaTorres|Iberia|giroditalia,,,,,,Athens,37.9838096,23.7275388,0,2017-12-22,4
944417871899357056,negative,,,,,,,Bogota,4.614960000000053,-74.06940999999995,4,2017-12-23,5
945959091272216064,negative,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,10,2017-12-27,2
941714880574483968,neutral,abcdesevilla,,,,,,Madrid,40.42028000000005,-3.7057699999999727,17,2017-12-15,4
941790302792241024,neutral,Ryanair,,,,,,,,,22,2017-12-15,4
944319999686184960,positive,,,,,,,,,,21,2017-12-22,4
933389176082484992,positive,Iberia,,,,,,,,,17,2017-11-22,2
931465715487518976,negative,Iberia,,,"Madrid, Spain",40.4167754,-3.7037902,Helsinki,60.16985569999999,24.9383791,10,2017-11-17,4
934932076402499968,negative,OP_Deela|scarakye|Ryanair,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,23,2017-11-26,6
936621520146910976,negative,Iberia,,,,,,,,,15,2017-12-01,4
946030389050605952,neutral,Iberia|AirNostrumLAM,,,,,,,,,14,2017-12-27,2
938060840372141952,positive,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,15,2017-12-05,1
927652461246059008,neutral,Iberia|Iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,21,2017-11-06,0
942431878639955968,negative,,,,,,,Midway Island,28.2072168,-177.3734926,16,2017-12-17,6
933406044285522048,neutral,mad_c2|Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,18,2017-11-22,2
947173471402020992,negative,ivan_cortina|Iberia,,,,,,,,,18,2017-12-30,5
923543144507101056,negative,el_pais,,,,,,,,,13,2017-10-26,3
932936312092545024,positive,,,,,,,Greenland,74.72711633200004,-41.34560937799995,11,2017-11-21,1
941384153878204032,positive,,,,,,,Ljubljana,46.0569465,14.5057515,19,2017-12-14,3
946983472744280064,negative,,,,,,,Central Time (US & Canada),37.09024,-95.712891,5,2017-12-30,5
931471693268254976,negative,,,,,,,,,,10,2017-11-17,4
934843530069118976,negative,eiramlyszelazog,,,,,,,,,17,2017-11-26,6
936217611620274048,neutral,20m,,,,,,Greenland,74.72711633200004,-41.34560937799995,12,2017-11-30,3
940951828757394048,negative,chicrevista,,,,,,Madrid,40.42028000000005,-3.7057699999999727,14,2017-12-13,2
933293332897206016,neutral,,,,,,,Caracas,10.4805937,-66.90360629999999,11,2017-11-22,2
931526363370094976,neutral,,,,,,,America/Buenos_Aires,-34.6036844,-58.3815591,14,2017-11-17,4
943901927393422976,neutral,,,,,,,,,,17,2017-12-21,3
937035365264785024,negative,,,,,,,,,,19,2017-12-02,5
923257406221581952,positive,abc_es,,,,,,Caracas,10.4805937,-66.90360629999999,18,2017-10-25,2
938135891641451008,positive,,,,,,,Athens,37.9838096,23.7275388,20,2017-12-05,1
942463033024089984,negative,vueling,,,,,,Madrid,40.42028000000005,-3.7057699999999727,18,2017-12-17,6
941602674629382016,neutral,,,,,,,,,,9,2017-12-15,4
928588661138116992,negative,Iberia,,,,,,,,,11,2017-11-09,3
926444109342167040,positive,,,,,,,,,,13,2017-11-03,4
927924836579627008,positive,Iberia,,,,,,Greenland,74.72711633200004,-41.34560937799995,15,2017-11-07,1
941626245263085952,neutral,Cerodosbe,,,,,,,,,11,2017-12-15,4
923532679567629952,positive,SamsungEspana|Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,12,2017-10-26,3
930420285601435008,neutral,Iberia,,,,,,,,,13,2017-11-14,1
941289351715213056,negative,Iberia,,,,,,,,,12,2017-12-14,3
936504583400038016,negative,jpsantaZ|santorendon|Avianca|Ryanair|vueling,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,7,2017-12-01,4
932629203085922944,negative,Iberia,,,,,,,,,15,2017-11-20,0
948366630580612992,neutral,,,,,,,Mountain Time (US & Canada),37.09024,-95.712891,1,2018-01-03,2
923592735206051968,negative,iberia,,,,,,Greenland,74.72711633200004,-41.34560937799995,16,2017-10-26,3
934516362562690944,negative,RosaClotet|CristinaCabel16|eJaume|luna1amor|albert_dmcat|vueling,,,,,,Amsterdam,52.3702157,4.895167900000001,20,2017-11-25,5
942376711219569024,negative,Iberia,,,,,,,,,12,2017-12-17,6
944135703889371008,neutral,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,9,2017-12-22,4
923243338127565056,negative,SamsungEspana|Iberia,,,,,,,,,17,2017-10-25,2
934006136465960960,negative,iberia,,,,,,Greenland,74.72711633200004,-41.34560937799995,10,2017-11-24,4
935226983033732992,negative,iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,19,2017-11-27,0
941358363790765952,neutral,vanturrisima|Iberia,,,,,,Athens,37.9838096,23.7275388,17,2017-12-14,3
933450117117510016,neutral,,,,,,,,,,21,2017-11-22,2
944417892933816064,positive,Iberia,,,,,,Atlantic Time (Canada),56.130366,-106.346771,4,2017-12-23,5
938435762055451008,positive,repolete|javibeiro82|infoSCQ|Iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,15,2017-12-06,2
944953243607622016,negative,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,15,2017-12-24,6
947076866841763968,negative,Iberia,,,,,,,,,12,2017-12-30,5
930126428246564992,neutral,,,,,,,Greenland,74.72711633200004,-41.34560937799995,17,2017-11-13,0
925313727355916032,neutral,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,10,2017-10-31,1
945724235623800960,negative,erikadltb|Iberia|iberia,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,18,2017-12-26,1
933730197379174016,neutral,Ryanair,,,,,,London,51.5073509,-0.1277583,16,2017-11-23,3
945615681814520064,negative,,,,,,,,,,11,2017-12-26,1
936245953123769984,neutral,Iberia,,,,,,Central Time (US & Canada),37.09024,-95.712891,14,2017-11-30,3
937594688495869952,negative,,,,,,,,,,8,2017-12-04,0
941387290424828032,neutral,,,,,,,,,,19,2017-12-14,3
942549858703020032,negative,guudpt,,,"Aix-en-Provence, Francia",43.529742,5.447426999999999,Madrid,40.42028000000005,-3.7057699999999727,0,2017-12-18,0
936931725875273984,positive,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,12,2017-12-02,5
948307108616957952,negative,ILopezMunoz|josue112014|jmanatol|AlexValeroLEVC|airspottersORG|Ryanair,,,,,,,,,21,2018-01-02,1
933002481675760000,negative,JuridicaAerea|Iberia|Iberia,,,,,,Mexico City,19.431940000000054,-99.13314999999994,16,2017-11-21,1
944620375996093056,negative,SESSIGOB,,,,,,Madrid,40.42028000000005,-3.7057699999999727,17,2017-12-23,5
950380293764125056,negative,Iberia,,,"Madrid, España",40.4167754,-3.7037902,Madrid,40.42028000000005,-3.7057699999999727,14,2018-01-08,0
934211571798232960,negative,SalcedoJsalcedo,,,,,,,,,0,2017-11-25,5
926828726645673984,neutral,British_Airways|Iberia|jonkortajarena|lavecinarubia,,,,,,Greenland,74.72711633200004,-41.34560937799995,15,2017-11-04,5
950389643282928000,neutral,,,,,,,Buenos Aires,-34.6036844,-58.3815591,15,2018-01-08,0
947455173806445056,negative,controladores|20m,,,"Pilar, Argentina",-34.459329999999966,-58.91528999999997,,,,13,2017-12-31,6
926082367088988032,neutral,Iberia|Iberia,,,,,,,,,13,2017-11-02,3
948365333378813952,neutral,Ryanair,,,,,,Hawaii,21.439542579000033,-157.94363192999998,1,2018-01-03,2
933343259497255040,positive,,,,,,,,,,14,2017-11-22,2
933132800458445056,positive,Iberia,,,,,,Quito,-0.1806532,-78.4678382,0,2017-11-22,2
946049295144440064,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,16,2017-12-27,2
940632249149600000,negative,,,,,,,Quito,-0.1806532,-78.4678382,17,2017-12-12,1
934275807459139968,neutral,Iberia,,,,,,,,,4,2017-11-25,5
943885430474227968,negative,Aeromexico,,,"Venustiano Carranza, Distrito Federal",19.4306069,-99.0949899,Central Time (US & Canada),37.09024,-95.712891,16,2017-12-21,3
948960309124923008,negative,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,16,2018-01-04,3
936303395295650048,negative,Iberia,,,,,,,,,18,2017-11-30,3
927833761026331008,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,9,2017-11-07,1
948584152605057024,negative,,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,15,2018-01-03,2
941088142047764992,negative,,,,,,,,,,23,2017-12-13,2
950368891838041984,negative,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,14,2018-01-08,0
933295316996120064,negative,levante_emv,,,,,,Amsterdam,52.3702157,4.895167900000001,11,2017-11-22,2
934943948757520000,positive,Iberia,,,,,,Bogota,4.614960000000053,-74.06940999999995,0,2017-11-27,0
926821545154051968,negative,apuntauncero|elespanolcom,,,,,,,,,14,2017-11-04,5
935226344832615040,positive,,,,"Palma, España",39.571480000000065,2.646940000000029,Amsterdam,52.3702157,4.895167900000001,19,2017-11-27,0
947126193614216960,negative,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,15,2017-12-30,5
947981533822022016,neutral,,,,,,,Mexico City,19.431940000000054,-99.13314999999994,0,2018-01-02,1
949076650335010944,neutral,Iberia|Cepsa_ES,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,0,2018-01-05,4
926320467933319040,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,5,2017-11-03,4
947472338295165056,negative,,,,,,,,,,14,2017-12-31,6
941087450872545024,negative,Iberia,,,,,,,,,23,2017-12-13,2
940866139902669056,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,8,2017-12-13,2
933786049624662016,negative,Iberia,,,,,,,,,19,2017-11-23,3
948572764973170944,negative,DiarioSUR|AngeldelosRios|JuanCanoSUR,,,,,,Amsterdam,52.3702157,4.895167900000001,15,2018-01-03,2
927290495923040000,negative,Iberia,,,,,,,,,21,2017-11-05,6
933788147405771008,neutral,Ryanair,,,,,,London,51.5073509,-0.1277583,20,2017-11-23,3
936191050154172032,negative,Iberia|Iberia,,,,,,,,,11,2017-11-30,3
948516542286877056,neutral,vueling,,,,,,,,,11,2018-01-03,2
941408537430897024,positive,,,,,,,Athens,37.9838096,23.7275388,20,2017-12-14,3
926856765781799040,negative,Iberia|lavecinarubia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,17,2017-11-04,5
944900488474001024,negative,Iberia,,,,,,Caracas,10.4805937,-66.90360629999999,12,2017-12-24,6
927520511025910016,negative,Iberia,,,,,,Santiago,-33.43721999999997,-70.65001999999998,12,2017-11-06,0
933361966118157952,positive,,,,,,,Caracas,10.4805937,-66.90360629999999,15,2017-11-22,2
935624076118385024,positive,Iberia,,,"Las Condes, Chile",-33.3989812,-70.5573124,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,21,2017-11-28,1
937369087621116032,neutral,,,,,,,Buenos Aires,-34.6036844,-58.3815591,17,2017-12-03,6
941299474445554048,neutral,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,13,2017-12-14,3
941368721515467008,neutral,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,18,2017-12-14,3
937331671929622016,negative,Iberia,,,,,,,,,14,2017-12-03,6
936571920505560960,neutral,Airbus|Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,12,2017-12-01,4
946893247074402048,negative,Iberia,,,,,,,,,23,2017-12-29,4
923955285135446016,negative,Expresoec,,,,,,,,,16,2017-10-27,4
926454390143188992,neutral,LATAMAirlines|Iberia,,,,,,,,,14,2017-11-03,4
933353268545277952,positive,,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,15,2017-11-22,2
934029797847641984,negative,Iberia|Iberia,,,,,,,,,12,2017-11-24,4
948583785339281024,neutral,,,,,,,,,,15,2018-01-03,2
948128381371142016,positive,hornygranny,,,,,,Madrid,40.42028000000005,-3.7057699999999727,9,2018-01-02,1
937342729981432064,neutral,,,,,,,Brasilia,-15.826691,-47.92182039999999,15,2017-12-03,6
947461771639558016,positive,iberiaexpress|Iberia|AirNostrumLAM|AirEuropa,,,,,,Amsterdam,52.3702157,4.895167900000001,13,2017-12-31,6
927080509863318016,neutral,aena|ryanair|Norwegian_ES|easyJet|vueling,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,7,2017-11-05,6
923870829141810944,negative,,,,,,,,,,11,2017-10-27,4
948211168572781056,neutral,LATAM_ARG,,,,,,,,,15,2018-01-02,1
933581299868160000,negative,Iberia,,,,,,,,,6,2017-11-23,3
944299295842471936,negative,DinhaViajera|iberia,,,,,,Athens,37.9838096,23.7275388,20,2017-12-22,4
944934622449880960,negative,Iberia|Iberia|Flor_Colman,,,,,,Santiago,-33.43721999999997,-70.65001999999998,14,2017-12-24,6
932590894989086976,positive,iberia|nhhotelses,,,,,,Madrid,40.42028000000005,-3.7057699999999727,12,2017-11-20,0
941048018190654976,negative,,,,,,,Caracas,10.4805937,-66.90360629999999,20,2017-12-13,2
944164284019469952,neutral,JhonatanRVal|SupermanlopezN|Iberia|giroditalia,,,,,,Eastern Time (US & Canada),37.51647579999999,-82.8067126,11,2017-12-22,4
937192704244702976,positive,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,5,2017-12-03,6
934296480965415040,negative,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,5,2017-11-25,5
943094841000518016,negative,Iberia,,,,,,Santiago,-33.43721999999997,-70.65001999999998,12,2017-12-19,1
927426110203286016,negative,Ryanair,,,,,,Caracas,10.4805937,-66.90360629999999,6,2017-11-06,0
923419503073070976,positive,Iberia,,,,,,Amsterdam,52.3702157,4.895167900000001,5,2017-10-26,3
941603572667617024,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,9,2017-12-15,4
947817951528411008,positive,FerChirelli|Iberia,,,,,,Santiago,-33.43721999999997,-70.65001999999998,13,2018-01-01,0
943128423123341056,negative,Ryanair_ES|BrusselsAirport|facua|DefensorPuebloE|Ryanair_ES,,,,,,Athens,37.9838096,23.7275388,14,2017-12-19,1
936240827940196992,neutral,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,14,2017-11-30,3
934064907271666944,neutral,Iberia,,,,,,Buenos Aires,-34.6036844,-58.3815591,14,2017-11-24,4
940764727264928000,positive,ticbeat,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,2,2017-12-13,2
945970645682225024,negative,iberia,,,,,,,,,10,2017-12-27,2
926776602242855040,positive,JaviTjader,,,,,,Madrid,40.42028000000005,-3.7057699999999727,11,2017-11-04,5
941695699850183040,neutral,,,,,,,Caracas,10.4805937,-66.90360629999999,15,2017-12-15,4
937400485929278976,negative,Cobreloa_SADP,,,,,,Santiago,-33.43721999999997,-70.65001999999998,19,2017-12-03,6
933729473236816000,negative,Iberia,,,,,,Santiago,-33.43721999999997,-70.65001999999998,16,2017-11-23,3
935164066724765952,neutral,Iberia|_FTEJerez,,,,,,,,,15,2017-11-27,0
930645478362009984,neutral,Iberia,,,,,,Caracas,10.4805937,-66.90360629999999,3,2017-11-15,2
948317391137762944,neutral,Ryanair,,,,,,Amsterdam,52.3702157,4.895167900000001,22,2018-01-02,1
935697859718073984,negative,vitnoriega|SolenelNorte|Iberia|iberiaplus|SolenelNorte,,,,,,Greenland,74.72711633200004,-41.34560937799995,2,2017-11-29,2
944917492140577024,neutral,Iberia,,,,,,Pacific Time (US & Canada),54.80707000000007,-128.27896999999996,13,2017-12-24,6
936170643934142976,neutral,JoanTermes|LaVanguardia,,,,,,,,,9,2017-11-30,3
936805173481021056,neutral,Jorge32101213|cbellolio|Iberia|NuevoPudahuel,,,,,,Santiago,-33.43721999999997,-70.65001999999998,3,2017-12-02,5
924954243701858944,neutral,Ryanair,,,"Madrid, Comunidad de Madrid",40.42028000000005,-3.7057699999999727,Madrid,40.42028000000005,-3.7057699999999727,11,2017-10-30,0
935512486584962944,negative,yakudra|alisvillalibre|Iberia,,,,,,,,,14,2017-11-28,1
948828000287624960,neutral,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,8,2018-01-04,3
940649347359956992,negative,CryptoMute|Nur_G_R|Iberia|iberiaexpress,,,,,,Amsterdam,52.3702157,4.895167900000001,18,2017-12-12,1
941080533836103936,neutral,iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,23,2017-12-13,2
942704798314516992,negative,Iberia|vueling,,,,,,Amsterdam,52.3702157,4.895167900000001,10,2017-12-18,0
931161004599262976,negative,Iberia,,,,,,Mexico City,19.431940000000054,-99.13314999999994,14,2017-11-16,3
923223491876413952,negative,Iberia,,,,,,Madrid,40.42028000000005,-3.7057699999999727,16,2017-10-25,2
947955929902910976,neutral,,,,,,,Mexico City,19.431940000000054,-99.13314999999994,22,2018-01-01,0
923229947400818944,neutral,,,,,,,Central Time (US & Canada),37.09024,-95.712891,16,2017-10-25,2
942017095600103040,negative,,,,,,,,,,13,2017-12-16,5
944279153855160064,negative,,,,,,,Bogota,4.614960000000053,-74.06940999999995,18,2017-12-22,4
940784029384749056,neutral,LATAM_CO,,,,,,Bogota,4.614960000000053,-74.06940999999995,3,2017-12-13,2
923133859603952000,negative,,,,,,,Madrid,40.42028000000005,-3.7057699999999727,10,2017-10-25,2
936284114222834048,negative,Iberia,,,,,,,,,17,2017-11-30,3
940682256196210944,negative,juanin3|llvirgili|ugtcatalunya|BeatrizTalegon,,,,,,,,,20,2017-12-12,1
945106690239853056,positive,Iberia,,,,,,Athens,37.9838096,23.7275388,1,2017-12-25,0
947479640087645952,negative,Iberia,,,,,,Santiago,-33.43721999999997,-70.65001999999998,14,2017-12-31,6
